FlorentineDrawings_IdentifierBB1961,City,City_URI,Country,Country_URI,Collection_main,Collection_URI_main,Collection_sub,Collection_URI_sub,Former_collection,Former_collection_URI,BB_1961_Inventory_number,Inventory_number_correction,BB_1961_number_letter,BB_1961_number_letter_NoSpace,BB_1961_figure number_recto,BB_1961_figure number_verso,BB_1961_plate number,BB_1961_Artist_NoQualifier,Artist_URI_1961,BB_1961_Qualifier,BB_1961_title_recto,BB_1961_title_verso,BB_1961_title_correction,BB_1961_technique_recto_1,BB_1961_technique_recto_1_URI,BB_1961_technique_recto_2,BB_1961_technique_recto_2_URI,BB_1961_technique_recto_3,BB_1961_technique_recto_3_URI,BB_1961_technique_recto_4,BB_1961_technique_recto_4_URI,BB_1961_technique_recto_5,BB_1961_technique_recto_5_URI,BB_1961_technique_verso_1,BB_1961_technique_verso_1_URI,BB_1961_technique_verso_2,BB_1961_technique_verso_2_URI,BB_1961_technique_verso_3,BB_1961_technique_verso_3_URI,BB_1961_technique_verso_4,BB_1961_technique_verso_4_URI,BB_1961_text_recto,BB_1961_text_verso,BB_1938_number_letter,BB_1938_number_letter_NoSpace,BB_1938_Artist_NoQualifier,Artist_URI_1938,BB_1938_Qualifier,BB_1938_title_recto,BB_1938_title_verso,BB_1938_text_recto,BB_1938_text_verso,BB_1903_number_letter,BB_1903_number_letter_NoSpace,BB_1903_Artist_NoQualifier,Artist_URI_1903,BB_1903_Qualifier,BB_1903_title_recto,BB_1903_title_verso,BB_1903_text_recto,BB_1903_text_verso,Cataloguer's Comments,Cataloguer's Question
0001681-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,1854.6.28.1,,1681,1681,753,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,Variazione rapsodica sull'Ignudo seduto a destra sopra il Profeta Gioele nella volta della Cappella Sistina,,,ink,http://vocab.getty.edu/aat/300015012,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1681,1681,,,,Rhapsodical variation on the decorative nudes above Joel to right in the Sixtine Ceiling,,"(Michelangelo, to my knowledge, scarcely ever used wash.) This is a most characteristic sketch by Bandinelli, with all his dash and emptiness. I should not have taken the trouble to include it here but for the fact that Morelli (Kunstchr.) accepted it as Michelangelo's.",,1681,1681,"Buonarroti, Michelangelo",,,,,Same as 1938,,,
0001682-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,Pp. 2.123,,1682,1682,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,Variazioni sul Profeta Giona,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1682,1682,,,,Variation on Jonah,,Crude and lifeless. The head and hand betray a follower of Andrea del Sarto. This also was accepted by Morelli (Kunstchr.) as Michelangelo's.,,1682,1682,"Buonarroti, Michelangelo",,,,,Same as 1938,,,
0001683-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,1886.5.13.5,,1683,1683,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Copia contemporanea di uno stretto seguace di Michelangelo del risorto che si solleva da terra puntando le mani dietro la schiena, nell'angolo inferiore sinistro del ""Giudizio Universale"" ","Copia della stessa mano del recto del risorto visto da tergo che siede all'estremità sinistra, in basso del medesimo affresco, e copia delle mani dell'uomo che sta in piedi dietro di lui",,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1683,1683,,,,"Contemporary copy, by close follower of Michelangelo, after the figure in lowest left-hand group of the Last Judgement, who is raising himself from behind on his hands ","Copy by the same hand of the seated figure seen over the shoulder in the lowest left-hand bit of the same fresco, and of the hands of the man standing over this one","The head of this man in the fresco is perhaps Michelangelo's own and the only extant painted portrait of himself by his own hand. No other attempt at identifying him in his own paintings deserves as much attention. Even of this I mow (1934) entertain serious doubts. It is, however, interesting in this connection that Marcello Venusti in his copy of the Last Judgement made at the end of 1548, now at Naples has introduced to our left of the copy of this head another portrait head, a younger one, perhaps his own. Venusti when he made this was probably in his 37th year and of course he would have done all he could to make himself look like worshipped artist. Hard and stiff, these sketches do not seem by Michelangelo, but I am not so sure of that as I was in the first edition.",,1683,1683,"Buonarroti, Michelangelo",,,,,"Same as 1938 and added: All the others supposed to be he, are not he. Perhaps the absurdest attempt ever made in  that direction is the recent one to identify the Jeremiah with Michelangelo's own head. That these sketches are copies needs no demonstration. They are hard and stiff, although good enough for any one not the master himself. The same hand appears in the following sketch.",,,
0001684-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,1860.6.16.5,,1684,1684,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Schizzo a contorno di un torso nudo virile prono e con le braccia aperte come scendesse in volo, studio separato del suo braccio destro, studio di mani, scorcio di nudo a mezzo busto con le braccia incrociate sul petto ","Altre figure volteggianti, come sul recto, anch'esse per il ""Giudizio Universale""",,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1684,1684,,,,"Floating figure with arms held out, another foreshortened, with arms folded, arms, hands, and rapid outline sketch of a torso ",Various other floating figures for same composition,"I am able to identify none of these in the Last Judgement. They may therefore be either copies of original sketches not used, or enlargements of slight indications by the master. To this last supposition some weight is given by the fact that while, as I have said, I can find nothing like these figures in the fresco, in the Malcolm sketch for this work one or two figures not unlike these floating ones are to be discerned. The central figure on the recto repeated twice on the verso corresponds in a general way with one of the angels carrying the column as Frey (Text, pp. 128-129) and Steinmann (II, p. 605) have already noted.",,1684,1684,"Buonarroti, Michelangelo",,,,,"Same as 1938 and added: The same copyist, by the way, did at least one more drawing now extant. It is at Oxford (n. 1721) after the figure in the lowest left-hand corner of the Last Judgment who looks back to the left as he is about to get up.",,The Malcolm sketch mentioned in BB_1938 Text is BB n. 1536 (as we read in BB_1961 text).,
0001685-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,1859.5.14.819,,1685,1685,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Spalla e braccio sinistro piegato, visti quasi da tergo",,,black chalk,http://vocab.getty.edu/aat/300080058,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1685,1685,,,,Left shoulder and arm seen from right,,"This sketch which I used to give to Bandinelli but which now (1935) seems more like ""Andrea di Michelangelo"" must have passed for Michelangelo's no later than 1600. A copy of it occurs on a sheet at Munich, dating from that time.",,1685,1685,"Buonarroti, Michelangelo",,,,,Same as 1938,,,
0001686-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,1859.6.25.570,,1686,1686,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Torso di un'antica statua di Venere, vista di fronte",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1686,1686,,,,Two studies of an antique torso of Venus,,Possibly by B. Ammannati,,1686,1686,"Buonarroti, Michelangelo",,,,,Same as 1938,,1686 and 1686.A are joined together in BB_1938,
001686A-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,1859.6.25.571,,1686 A,1686A,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Torso di un'antica statua di Venere, vista da tergo",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1686 A,1686A,,,,Two studies of an antique torso of Venus,,Possibly by B. Ammannati,,1686 A,1686A,"Buonarroti, Michelangelo",,,,,Same as 1938,,In BB_1903 1686.A is handwritten next to 1686,
0001687-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,1895.9.15.491 (MALCOLM 54),,1687,1687,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,Studio di un braccio e del suo scheletro,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1687,1687,,,,"Study of arm, and of its skeleton",,A most characteristic drawing by Bandinelli,,1687,1687,"Buonarroti, Michelangelo",,,,,Same as 1938,,,
0001688-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,1895.9.15.492 (MALCOLM 55),,1688,1688,735,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Busto idealizzato, in profilo a destra, di un guerriero in armatura assai adorna. [1938: La maschera e il gruppo di Ercole e Caco sbalzati sulla corazza sono reminiscenti del Verrocchio e di Leonardo.]",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian and added: Nell'incisione di A. Tempesta del 1613 viene chiamato ""Conte di Canossa"", mentre il profilo femminile suo compagno in BB n. 1689, è tradizionalmente detto ""Marchesa di Pescara"".",,1688,1688,,,,"Ideal bust of warrior in armour on which are embossed a mask in full relief and group of Hercules and Cacus in low relief, reminiscent of Verrocchio and Leonardo",,"By ""Andrea di Michelangelo"".",,1688,1688,"Buonarroti, Michelangelo",,,,,Copy after a sketch by Michelangelo in the style of his Oxford single heads and other designs slightly antedating the Ceiling. The execution seems to me by Andrea di Michelangelo.,,,
0001689-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,1895.9.15.493 (MALCOLM 56),,1689,1689,736,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Testa idealizzata di giovane donna in profilo a sinistra, con un'elaborata acconciatura coronata da un gioiello a forma di Cherubino ","Quattro profili di teste, assai impacciati, profilo più lavorato di un satiro a bocca spalancata, una figuretta accovacciata e due studi di un giovinetto con un berretto piumato, l'uno del busto e l'altro della sola testa",,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,"Same as 1938, in Italian and added:  È la cosiddetta ""Marchesa di Pescara"", anch'essa incisa dal Tempesta compagna di BB n. 1688 e della medesima mano.",,1689,1689,,,,"Profile of youngish woman to left, her hair dressed elaborately, with a jewel carved into the shape of a cherub's head ","Four rough profiles, one more highly finished of satyr with mouth wide open, a crouching figure and two studies, one a bust and the other the head only, of a youth wearing a cap with a plume in it",Of same character and by same hand as my 1688,"These sketches also are by the hand that we found in the British Museum study for a young woman spinning (my 1680) and in the sketches on the verso of my 1555, drawn by ""Andrea di Michelangelo"".",1689,1689,"Buonarroti, Michelangelo",,,,,Same as 1938,,,
001689A-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,1895.9.15.494 (MALCOLM 57),,1689 A,1689A,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Replica più debole del profilo femminile idealizzato noto come Vittoria Colonna, Marchesa di Pescara",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,Cfr. BB n. 1689 recto.,,,,,,,,,,,,,#N/A,,,,,,,,
0001690-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,1895.9.15.497 (MALCOLM 60),,1690,1690,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Studio di nudo virile nella posa di Aman crocifisso sulla volta della Cappella Sistina, con due studi separati per la gamba piegata sinistra ed uno per il piede destro ",Schizzi più improvvisati per la parte superiore della figura sul recto,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,red chalk,http://vocab.getty.edu/aat/300080064,black chalk,http://vocab.getty.edu/aat/300080058,,,,,"Same as 1938, in Italian",,1690,1690,,,,"Study after the Haman in the Sixtine Ceiling, with two sketches of the bent left leg, and one of the right foot ","Less elaborated sketches for upper part of the same figure, one in right, the other in black chalk",I judge these sketches to be copies by some close follower of Michelangelo after the fresco and not after drawings. There is nothing in them that might not be Michelangelo except the quality. The Michelangelo I have studied for so many years could not have done the arms and ribs of the nude on the verso. At Windsor there is a copy of the recto which like the one at Haarlem (my 1670) looks as if it was made by a draughtsman who had formed his style while copying the Michelangelo of the Cavalieri and Last Judgement periods.,,1690,1690,"Buonarroti, Michelangelo",,,,,Same as 1938,,,
001690A-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,1895.9.15.504 (MALCOLM 62),,1690 A,1690A,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Cristo in croce, pianto da due mezze figure di Angeli librati su nubi, sotto le braccia della Croce",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Mi rendo conto che la maggior parte dei miei più giovani colleghi ritengono questo foglio l'originale della versione di Oxford, BB n. 1724 A, ma io non riesco a vederci un disegno autografo.",,,,,,,,,,,,,#N/A,,,,,,,,
0001691-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,1895.9.15.505 (MALCOLM 68),,1691,1691,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Studio della figura che rappresenta la Sensualità, seduta in profilo all'estrema destra, poco sopra Minosse, nel ""Giudizio Universale""",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1691,1691,,,,Study for figure trying to soar upward on extreme right in lower right-hand corner of the Last Judgement,,"This is too stringy and dull to be Michelangelo's own work, but it betrays an intimate acquaintance with his manner of drawing at this period.",,1691,1691,"Buonarroti, Michelangelo",,,,,Same as 1938,,,
0001692-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,1895.9.15.511 (MALCOLM 74),,1692,1692,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Testa di uomo barbuto. Studio per una testa nel ""Giudizio Universale"", ma non del San Bartolomeo come è detto nel Catalogo Malcolm ","Palinsesto di studi, a semplici contorno, di gambe e di nudi. Sono varie figure imitate da leggeri schizzi di Michelangelo, mai usati e poi perduti, per i morti risvegliantisi, ma tuttora storditi, nel ""Giudizio Universale"".",,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,black chalk,http://vocab.getty.edu/aat/300080058,red chalk,http://vocab.getty.edu/aat/300080064,,,,,"Same as 1938, in Italian",,1692,1692,,,,"Study for head in the Last Judgement, not of St. Bartholomew as stated in the Malcolm Catalogue ","Number of scrawls, studies of legs and outlines of various figures doubtless imitated from slight sketches by Michelangelo, never used and since lost, for the awaking but still dazed dead",I no longer feel as sure as I did thirty-five years ago that the big head and the scrawls on the verso are not Michelangelo's own.,,1692,1692,"Buonarroti, Michelangelo",,,,,"Last Judgment passing as Michelangelo's, they would seem to be enlargements of his slight notes by pupils or followers. I need scarcely say that if he himself had gone so far with a head as the author of this one has, he would not then have discarded it.",,,
001692A-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,1946.7.13.593,,1692 A,1692A,544,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Schizzo a soli contorni della ""Battaglia di Cascina"" corrispondente, nell'insieme, alla grisaille Holkham, ma con l'aggiunta, a sinistra, di tamburini, suonatori di piffero e cavalieri",,,ink,http://vocab.getty.edu/aat/300015012,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,1624 A,1624A,,,,"Sketch in outlines corresponding, on the whole, with the Holkham grisaille, after the Bathers, with the addition on the left of a groups of drummers, fifers and horsemen",,,,,,#N/A,,,,,,,"In BB_1938 in UK, Cheltenham, Fitzroy Fenwick private collection",
0001695-Berenson1961,London ,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,,,,,Sir Robert Mond,,,,1695,1695,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,Giovane donna con lunghe trecce in profilo a sinistra,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1695,1695,,,,Youthful profile to left with long tresses,,"By ""Andrea di Michelangelo.""",,,,#N/A,,,,,,,Not present in BB_1903. ,See the location
001696A-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,,,,,F. Springell Collection,http://viaf.org/viaf/96348555,,,1696 A,1696A,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Composizione di dodici figure rappresentanti probabilmente Cristo davanti a Pilato in alto, perpendicolarmente a queste figure, una gamba sinistra delineata a semplice contorno ",vedi BB n. 1543A.,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,"Same as 1938, in Italian and added: [1957: mentre adesso li ritengo di ""Andrea di Michelangelo"". Ma, per questo Cristo davanti a Pilato, il Tolnay ripete l'attribuzione di Sir Witt al Bandinelli.]",,1696 A,1696A,,,,"Composition consisting of 12 figures representing probably the Saviour being conducted as prisoner before Pilate. Above and at right angles to these figures, outlines of left leg ",see my 1543A,"The story is well told, too well for Michelangelo, who does not set out to be a narrator. Very skilful but rather superficial draughtsmanship  with calligraphic tendencies. The stroke and touch and mannerism of notation point to ""Andrea di Michelangelo"".Tolnay rightly recognizes the same hand as in my 1704 and 1705, which, following Wickhoff, I used to give to Passerotti.",,,,#N/A,,,,,,,Formerly in Sir Robert Witt collection.,
001696B-Berenson1961,London,http://sws.geonames.org/2643743,UK,http://sws.geonames.org/2635167,,,,,Count Antoine Seilern,,,,1696 B,1696B,635,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Allegoria nota come ""La Vanità dei desideri umani""",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian and added: [1957: Il Goldscheider e il Popham lo giudicano uno schizzo autografo del maestro. A me sembra inerte e senza vita come un Marcello Venusti: se fosse veramente di Michelangelo, esso dimostrerebbe che il sommo disegnatore era decaduto al livello dei propri imitatori.]",,1748 B,1748B,,,,Highly finished study for the allegorical design passing under the title of Dream of Human Life,,"Known in various painted versions, e.g. one in the Uffizi perhaps by Allori and another in the National Gallery. Painstaking and exact copy of a design by Michelangelo made while he was doing the drawings for Cavalieri. It would almost seem as if the uppermost left group of my 1571 were done from one of the couples here.",,,,#N/A,,,,,,,Formerly in Weimar Grand Ducal collection,See the location
0001697-Berenson1961,Munich,http://sws.geonames.org/2867714,Germany,http://sws.geonames.org/2921044,Staatliche Graphische Sammlung,http://viaf.org/viaf/141175586/,,,,,2216,,1697,1697,764,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Uomo barbuto seduto avvolto in un manto con la mano sinistra tesa, e nudo virile che si allontana a gran passi portando qualcosa sulla spalla sinistra (entrambi in profilo a destra) ",Testa attribuita a Raffaele da Montelupo,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1697,1697,,,,"Seated male figure, draped in cloak, with hand extended, and a nude walking away carrying something on his left shoulder",,"The types, ankle, and left-handed shading make it clear that not Michelangelo, to whom this drawing is attributed, but Montelupo was the author.",,1697,1697,"Buonarroti, Michelangelo",,,,,Same as 1938,,"In BB_1961 the location Staatliche Graphische Sammlung  is cancelled and the inventory number, the word recto and all about the verso are handwritten.",
001697A-Berenson1961,Munich,http://sws.geonames.org/2867714,Germany,http://sws.geonames.org/2921044,Staatliche Graphische Sammlung,http://viaf.org/viaf/141175586/,,,,,,,1697 A,1697A,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,Schizzo per le Tombe Medicee,,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1697 A,1697A,,,,Sketch for Medici Tombs,,"Replica of my 1648A and almost certainly by Aristotile da San Gallo. Geymüller (VIII, fig. 20) placed it very near to Aristotile. Its affinity with, if not derivation from, Louvre n. 686 (my 1729) is clearer even that in the copies. At the same time it helps to bring the Bekerath design for the Tomb of Julius (my 1623) nearer to Aristotile da San Gallo.",,,,#N/A,,,,,,,Not present in BB_1903. ,
001697B-Berenson1961,"Newbury, Donnington Priory",http://sws.geonames.org/2641689,UK,http://sws.geonames.org/2635167,,,,,Geoffrey E. Gathorne-Hardy,,,,1697 B,1697B,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Studio per un Cristo Deposto: nello sfondo, ai piedi della croce, l'Addolorata con le braccia aperte, e all'ombra delle Sue braccia, quattro uomini intenti a sostenere il corpo esanime del Salvatore: la Vergine è vagamente schizzata a contorni e tutte le figure sono nude ",Vari disegni architettonici e tre nudi,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1697 B,1697B,,,,Study for Pietà. In background against the cross in vague outline the Virgin with arms spread out. Under the shadow of her arms four men struggling with the lifeless body of the Saviour. All figures are nude ,Various architectural plans and three nudes,"As design the Pietà forms a beautiful group of exquisitely compact mass, and splendid action. The execution is, however, not possibly Michelangelo's own, but by some appreciative vigour of even the faltering touches of the same master. The date is certainly toward 1550 (Note: Cf. The Pietà engraved by Julius Bonasone and dated 1546), so that this design may be an offspring of an early idea by Michelangelo for the unfinished Pietà now at Florence.",,1693,1693,"Buonarroti, Michelangelo",,,,,Same as 1938,,,
001697C-Berenson1961,New York,http://sws.geonames.org/5128581,USA,http://sws.geonames.org/6252001,Morgan Library,http://viaf.org/viaf/139537973/,,,,,IV.7,,1697 C,1697C,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,Cartonetto di un'Annunciazione.,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938 Title, in Italian and added comparison with BB nn. 1644 and 1645",,1696,1696,,,,"Highly elaborated study for Annunciation, doubtless for the one painted on Michelangelo's design for the Pace by Marcello Venusti. Certainly not by Michelangelo himself, and most probably by Venusti",,,,1696,1696,"Buonarroti, Michelangelo",,,,,Same as 1938,,,
0001698-Berenson1961,Oxford,http://sws.geonames.org/2640729,UK,http://sws.geonames.org/2635167,Ashmolean Museum,http://viaf.org/viaf/141569308/,,,,,412,,1698,1698,,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,Tre studi da una Vergine ignuda ,Giovane ignudo. Della stessa mano del recto e qui ancora più ovviamente Bolognese,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,"Same as 1938, in Italian",,1698,1698,,,,Three studies after a nude Venus ,"Nude youth, by same hand, here even more obviously Bolognese","Certainly not Michelangelo's and judging by the wiry lines, and the strong preference for zigzag hatching, probably Passerotti's","After originals by Michelangelo, like the nudes on my 1661. The figure n extreme right is copied from one on my 1397.",1698,1698,"Buonarroti, Michelangelo",,,,,Same as 1938,,,
0001699-Berenson1961,Oxford,http://sws.geonames.org/2640729,UK,http://sws.geonames.org/2635167,Ashmolean Museum,http://viaf.org/viaf/141569308/,,,,,452,,1699,1699,768,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,Quattro studi di mani e vari nudi virili seduti ,"Tre studi di mani e parte alta di un nudo virile, visto da tergo, su scala minore",,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1699,1699,,,,Sheet of studies of hands and of back of male figure ,Four more hands and several seated nudes,"This sheet of fetching brilliant studies deserves no small attention, being of the kind which generally passes unquestioned as Michelangelo's. His it clearly is not, but it took the enviable knowledge of the later Italian draughtsmen which Prof. Wickhoff alone possessed to unearth its real author in the clever Bolognese, Bartolomeo Passerotti.",,1699,1699,"Buonarroti, Michelangelo",,,,,Same as 1938,,,
0001701-Berenson1961,Oxford,http://sws.geonames.org/2640729,UK,http://sws.geonames.org/2635167,Ashmolean Museum,http://viaf.org/viaf/141569308/,,,,,405,,1701,1701,760,,,"Buonarroti, Michelangelo",http://vocab.getty.edu/ulan/500010654,School of,"Testa di ragazzo in profilo, un destriero (che sembra copiato da un originale in bronzo) davanti a una panoplia e, a sinistra, un auriga con due cavalli recalcitranti ","Un grande nudo virile con la testa leggermente piegata a sinistra (a sanguigna), varie modanature architettoniche e una figuretta femminile vestita (a penna)",,ink,http://vocab.getty.edu/aat/300015012,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1701,1701,,,,"Sketch for horse after bronze original, of two others plunging away from their driver, of a trophy, and of profile of youth ",Various architectural mouldings and large figure of a nude with head bent slightly left,"The author of this sheet, so obviously not Michelangelo's, has done a number of other drawings, and I suspect that he was Raffaello da Montelupo. My suspicions find confirmation in the fact that the few words in cursive script on the front are almost certainly in Montelupo's hand. Looking at the specimen reproduced in Pini's Scrittura di artisti italiani, we find the last is there identical with the one here, the same way of forming the letter p, and the same v-shaped r. This peculiarity returns even in the more formal hand in the words ""Vico mio caro"", etc., on our sheet. It is curious that the more finished plunging horse occurs with but slight change in two versions of the Conversion of St. Paul, both ascribed to Pordenone and both by Bonifazio, one in the Uffizi and the other now (1900) in the market but formerly in the Nardi Collection at Mira Dolo. Both pictures in other respects as well the influence of Michelangelo. I should add that it is not improbable that this motive of the charioteer and his mad horses is a hasty copy after a sketch by Michelangelo for a Phaeton, of earlier date than any of the three that we still possess form the master's own hand.",,1701,1701,"Buonarroti, Michelangelo",,,,,Same as 1938,,,
#N/A,,#N/A,,#N/A,,#N/A,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,#N/A,#N/A,,,,,,,
#N/A,,#N/A,,#N/A,,#N/A,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,#N/A,#N/A,,,,,,,
#N/A,,#N/A,,#N/A,,#N/A,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,#N/A,#N/A,,,,,,,
#N/A,,#N/A,,#N/A,,#N/A,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,#N/A,#N/A,,,,,,,
#N/A,,#N/A,,#N/A,,#N/A,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,#N/A,#N/A,,,,,,,
#N/A,,#N/A,,#N/A,,#N/A,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,#N/A,#N/A,,,,,,,
#N/A,,#N/A,,#N/A,,#N/A,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,#N/A,#N/A,,,,,,,
